출처: 시카고선물거래소(CBO).
단위 : 달러/톤
"date","wheat","corn","soybeans"
"20160219","169","143","322"
"20160218","169","143","323"
"20160217","172","144","324"
"20160216","170","142","323"
"20160215","0","0","0"
"20160214","0","0","0"
"20160213","0","0","0"
"20160212","168","141","320"
"20160211","168","141","320"
"20160210","169","141","316"
"20160209","168","142","317"
"20160208","168","142","316"
"20160207","0","0","0"
"20160206","0","0","0"
"20160205","171","143","318"
"20160204","173","145","321"
"20160203","176","146","322"
"20160202","174","146","325"
"20160201","174","146","323"
"20160131","0","0","0"
"20160130","0","0","0"
"20160129","176","146","324"
"20160128","173","143","318"
"20160127","175","145","324"
"20160126","178","145","322"
"20160125","176","145","323"
"20160124","0","0","0"
"20160123","0","0","0"
"20160122","174","145","322"
"20160121","174","144","322"
"20160120","173","145","321"
"20160119","174","144","324"
"20160118","0","0","0"
"20160117","0","0","0"
"20160116","0","0","0"
"20160115","174","142","322"
"20160114","172","140","329"
"20160113","175","140","330"
"20160112","176","140","327"
"20160111","172","138","323"
"20160110","0","0","0"
"20160109","0","0","0"
"20160108","175","140","323"
"20160107","172","138","322"
"20160106","169","139","321"
"20160105","169","138","318"
"20160104","168","138","317"
"20160103","0","0","0"
"20160102","0","0","0"
"20160101","0","0","0"
"20151231","172","141","320"
"20151230","172","141","321"
"20151229","174","142","319"
"20151228","171","142","317"
"20151227","0","0","0"
"20151226","0","0","0"
"20151225","0","0","0"
"20151224","171","143","321"
"20151223","172","143","323"
"20151222","173","144","325"
"20151221","176","146","327"
"20151220","0","0","0"
"20151219","0","0","0"
"20151218","178","147","327"
"20151217","177","147","322"
"20151216","177","145","316"
"20151215","181","148","318"
"20151214","179","150","321"
"20151213","0","0","0"
"20151212","0","0","0"
"20151211","177","146","319"
"20151210","177","148","322"
"20151209","175","146","322"
"20151208","172","145","322"
"20151207","172","145","324"
"20151206","0","0","0"
"20151205","0","0","0"
"20151204","173","148","332"
"20151203","170","145","329"
"20151202","166","143","327"
"20151201","167","144","326"
"20151130","169","143","323"
"20151129","0","0","0"
"20151128","0","0","0"
"20151127","171","141","320"
"20151126","0","0","0"
"20151125","176","144","321"
"20151124","177","143","317"
"20151123","181","144","317"
"20151122","0","0","0"
"20151121","0","0","0"
"20151120","179","142","315"
"20151119","180","143","315"
"20151118","177","142","315"
"20151117","179","142","317"
"20151116","181","141","315"
"20151115","0","0","0"
"20151114","0","0","0"
"20151113","182","141","315"
"20151112","182","142","319"
"20151111","181","142","319"
"20151110","180","141","317"
"20151109","184","144","320"
"20151108","0","0","0"
"20151107","0","0","0"
"20151106","192","146","320"
"20151105","193","147","318"
"20151104","193","149","324"
"20151103","189","149","322"
"20151102","186","148","322"
"20151101","0","0","0"
"20151031","0","0","0"
"20151030","191","150","324"
"20151029","189","149","322"
"20151028","185","148","323"
"20151027","187","149","327"
"20151026","187","151","325"
"20151025","0","0","0"
"20151024","0","0","0"
"20151023","180","149","329"
"20151022","180","148","330"
"20151021","181","149","332"
"20151020","180","148","329"
"20151019","178","146","327"
"20151018","0","0","0"
"20151017","0","0","0"
"20151016","180","148","330"
"20151015","184","147","332"
"20151014","186","149","334"
"20151013","190","151","335"
"20151012","186","149","326"
"20151011","0","0","0"
"20151010","0","0","0"
"20151009","187","150","325"
"20151008","187","154","323"
"20151007","189","155","327"
"20151006","193","156","326"
"20151005","189","154","324"
"20151004","0","0","0"
"20151003","0","0","0"
"20151002","188","153","321"
"20151001","190","152","322"
"20150930","188","152","327"
"20150929","185","153","324"
"20150928","185","152","322"
"20150927","0","0","0"
"20150926","0","0","0"
"20150925","186","153","326"
"20150924","182","150","318"
"20150923","186","150","317"
"20150922","182","149","316"
"20150921","182","151","321"
"20150920","0","0","0"
"20150919","0","0","0"
"20150918","178","148","318"
"20150917","176","149","324"
"20150916","179","151","325"
"20150915","181","153","326"
"20150914","178","149","324"
"20150913","0","0","0"
"20150912","0","0","0"
"20150911","174","147","326"
"20150910","171","142","324"
"20150909","169","140","324"
"20150908","170","139","327"
"20150907","0","0","0"
"20150906","0","0","0"
"20150905","0","0","0"
"20150904","168","137","322"
"20150903","167","136","323"
"20150902","173","139","324"
"20150901","177","140","325"
"20150831","177","143","329"
"20150830","0","0","0"
"20150829","0","0","0"
"20150828","175","142","328"
"20150827","177","143","325"
"20150826","179","142","322"
"20150825","181","143","328"
"20150824","184","145","327"
"20150823","0","0","0"
"20150822","0","0","0"
"20150821","183","143","332"
"20150820","185","146","338"
"20150819","182","144","331"
"20150818","181","144","335"
"20150817","183","142","340"
"20150816","0","0","0"
"20150815","0","0","0"
"20150814","186","143","359"
"20150813","184","143","364"
"20150812","180","140","349"
"20150811","186","148","372"
"20150810","193","153","383"
"20150809","0","0","0"
"20150808","0","0","0"
"20150807","187","146","370"
"20150806","186","145","362"
"20150805","184","146","364"
"20150804","181","145","358"
"20150803","183","144","359"
"20150802","0","0","0"
"20150801","0","0","0"
"20150731","183","146","360"
"20150730","182","146","363"
"20150729","182","144","361"
"20150728","187","147","358"
"20150727","184","146","353"
"20150726","0","0","0"
"20150725","0","0","0"
"20150724","187","154","364"
"20150723","191","158","371"
"20150722","189","158","375"
"20150721","192","159","374"
"20150720","195","159","370"
"20150719","0","0","0"
"20150718","0","0","0"
"20150717","203","165","372"
"20150716","206","169","374"
"20150715","208","169","376"
"20150714","214","166","381"
"20150713","215","170","384"
"20150712","0","0","0"
"20150711","0","0","0"
"20150710","213","168","383"
"20150709","210","165","381"
"20150708","210","163","369"
"20150707","212","163","368"
"20150706","216","164","379"
"20150705","0","0","0"
"20150704","0","0","0"
"20150703","0","0","0"
"20150702","215","165","384"
"20150701","215","162","383"
"20150630","225","162","388"
"20150629","213","150","368"
"20150628","0","0","0"
"20150627","0","0","0"
"20150626","206","151","368"
"20150625","195","148","367"
"20150624","190","144","360"
"20150623","191","144","362"
"20150622","184","141","363"
"20150621","0","0","0"
"20150620","0","0","0"
"20150619","179","139","356"
"20150618","179","140","359"
"20150617","180","141","356"
"20150616","179","139","351"
"20150615","179","137","344"
"20150614","0","0","0"
"20150613","0","0","0"
"20150612","185","138","345"
"20150611","185","140","345"
"20150610","188","140","348"
"20150609","195","143","349"
"20150608","194","143","346"
"20150607","0","0","0"
"20150606","0","0","0"
"20150605","189","141","344"
"20150604","192","143","347"
"20150603","187","141","343"
"20150602","188","141","345"
"20150601","181","138","340"
"20150531","0","0","0"
"20150530","0","0","0"
"20150529","175","138","343"
"20150528","179","139","340"
"20150527","179","137","340"
"20150526","181","139","338"
"20150525","0","0","0"
"20150524","0","0","0"
"20150523","0","0","0"
"20150522","189","141","339"
"20150521","191","143","344"
"20150520","188","141","345"
"20150519","187","142","347"
"20150518","191","144","350"
"20150517","0","0","0"
"20150516","0","0","0"
"20150515","187","143","350"
"20150514","184","142","353"
"20150513","176","140","358"
"20150512","176","140","355"
"20150511","174","141","361"
"20150510","0","0","0"
"20150509","0","0","0"
"20150508","175","141","361"
"20150507","171","140","360"
"20150506","174","144","363"
"20150505","170","142","365"
"20150504","172","141","361"
"20150503","0","0","0"
"20150502","0","0","0"
"20150501","172","141","355"
"20150430","171","142","359"
"20150429","175","143","363"
"20150428","173","142","359"
"20150427","172","141","357"
"20150426","0","0","0"
"20150425","0","0","0"
"20150424","178","143","356"
"20150423","182","145","359"
"20150422","183","146","356"
"20150421","183","146","358"
"20150420","183","148","359"
"20150419","0","0","0"
"20150418","0","0","0"
"20150417","181","149","355"
"20150416","181","148","354"
"20150415","180","148","354"
"20150414","182","147","352"
"20150413","184","145","348"
"20150412","0","0","0"
"20150411","0","0","0"
"20150410","193","148","349"
"20150409","190","148","350"
"20150408","193","149","356"
"20150407","193","150","356"
"20150406","193","151","359"
"20150405","0","0","0"
"20150404","0","0","0"
"20150403","0","0","0"
"20150402","197","152","362"
"20150401","194","150","363"
"20150331","187","148","357"
"20150330","194","155","355"
"20150329","0","0","0"
"20150328","0","0","0"
"20150327","186","153","355"
"20150326","183","154","358"
"20150325","190","155","359"
"20150324","192","154","360"
"20150323","196","153","361"
"20150322","0","0","0"
"20150321","0","0","0"
"20150320","194","151","357"
"20150319","188","147","353"
"20150318","187","147","354"
"20150317","184","146","350"
"20150316","188","149","356"
"20150315","0","0","0"
"20150314","0","0","0"
"20150313","184","149","357"
"20150312","186","152","363"
"20150311","184","151","363"
"20150310","182","150","360"
"20150309","181","150","363"
"20150308","0","0","0"
"20150307","0","0","0"
"20150306","178","149","359"
"20150305","176","150","359"
"20150304","181","150","363"
"20150303","186","150","370"
"20150302","186","149","371"
"20150301","0","0","0"
"20150228","0","0","0"
"20150227","190","151","378"
"20150226","184","149","376"
"20150225","182","147","370"
"20150224","185","148","373"
"20150223","185","149","367"
"20150222","0","0","0"
"20150221","0","0","0"
"20150220","187","151","367"
"20150219","193","153","370"
"20150218","193","151","365"
"20150217","196","153","370"
"20150216","0","0","0"
"20150215","0","0","0"
"20150214","0","0","0"
"20150213","195","152","363"
"20150212","191","150","361"
"20150211","193","151","359"
"20150210","191","152","356"
"20150209","194","154","359"
"20150208","0","0","0"
"20150207","0","0","0"
"20150206","193","151","357"
"20150205","193","151","360"
"20150204","187","150","357"
"20150203","188","151","362"
"20150202","181","145","352"
"20150201","0","0","0"
"20150131","0","0","0"
"20150130","184","145","353"
"20150129","186","146","355"
"20150128","185","146","356"
"20150127","190","150","357"
"20150126","191","151","361"
"20150125","0","0","0"
"20150124","0","0","0"
"20150123","194","152","357"
"20150122","196","151","358"
"20150121","197","152","361"
"20150120","197","153","360"
"20150119","0","0","0"
"20150118","0","0","0"
"20150117","0","0","0"
"20150116","195","152","364"
"20150115","195","149","364"
"20150114","197","149","364"
"20150113","201","151","367"
"20150112","204","158","372"
"20150111","0","0","0"
"20150110","0","0","0"
"20150109","207","157","386"
"20150108","208","155","383"
"20150107","212","155","386"
"20150106","217","159","386"
"20150105","216","159","381"
"20150104","0","0","0"
"20150103","0","0","0"
"20150102","213","155","368"
"20150101","0","0","0"
"20141231","216","156","374"
"20141230","221","159","381"
"20141229","226","162","382"
"20141228","0","0","0"
"20141227","0","0","0"
"20141226","224","163","384"
"20141225","0","0","0"
"20141224","224","160","377"
"20141223","233","162","381"
"20141222","229","162","381"
"20141221","0","0","0"
"20141220","0","0","0"
"20141219","232","161","378"
"20141218","240","161","380"
"20141217","238","160","377"
"20141216","228","159","376"
"20141215","227","160","381"
"20141214","0","0","0"
"20141213","0","0","0"
"20141212","230","155","384"
"20141211","224","153","382"
"20141210","217","150","379"
"20141209","220","150","385"
"20141208","224","148","383"
"20141207","0","0","0"
"20141206","0","0","0"
"20141205","223","150","380"
"20141204","220","148","371"
"20141203","219","145","366"
"20141202","222","144","365"
"20141201","222","147","373"
"20141130","0","0","0"
"20141129","0","0","0"
"20141128","212","147","373"
"20141127","0","0","0"
"20141126","206","148","384"
"20141125","202","147","386"
"20141124","199","144","379"
"20141123","0","0","0"
"20141122","0","0","0"
"20141121","201","146","381"
"20141120","201","146","374"
"20141119","197","142","369"
"20141118","201","146","375"
"20141117","202","148","380"
"20141116","0","0","0"
"20141115","0","0","0"
"20141114","205","150","375"
"20141113","203","152","385"
"20141112","199","148","385"
"20141111","192","147","391"
"20141110","190","145","377"
"20141109","0","0","0"
"20141108","0","0","0"
"20141107","189","144","382"
"20141106","191","146","378"
"20141105","192","145","374"
"20141104","194","143","371"
"20141103","197","147","377"
"20141102","0","0","0"
"20141101","0","0","0"
"20141031","195","148","384"
"20141030","196","147","376"
"20141029","197","147","383"
"20141028","194","143","370"
"20141027","192","142","369"
"20141026","0","0","0"
"20141025","0","0","0"
"20141024","190","138","359"
"20141023","193","141","364"
"20141022","191","138","353"
"20141021","190","140","354"
"20141020","188","137","346"
"20141019","0","0","0"
"20141018","0","0","0"
"20141017","189","137","349"
"20141016","189","138","355"
"20141015","185","136","349"
"20141014","187","140","354"
"20141013","185","136","347"
"20141012","0","0","0"
"20141011","0","0","0"
"20141010","183","131","338"
"20141009","181","135","346"
"20141008","186","135","343"
"20141007","185","134","345"
"20141006","180","130","346"
"20141005","0","0","0"
"20141004","0","0","0"
"20141003","178","127","335"
"20141002","177","127","339"
"20141001","176","126","336"
"20140930","175","126","335"
"20140929","176","128","339"
"20140928","0","0","0"
"20140927","0","0","0"
"20140926","174","127","334"
"20140925","174","128","338"
"20140924","176","129","344"
"20140923","174","128","343"
"20140922","175","129","344"
"20140921","0","0","0"
"20140920","0","0","0"
"20140919","174","130","351"
"20140918","179","133","356"
"20140917","183","134","360"
"20140916","182","135","360"
"20140915","183","135","363"
"20140914","0","0","0"
"20140913","0","0","0"
"20140912","184","133","361"
"20140911","187","134","360"
"20140910","190","136","365"
"20140909","193","135","364"
"20140908","195","137","370"
"20140907","0","0","0"
"20140906","0","0","0"
"20140905","196","140","375"
"20140904","194","136","368"
"20140903","196","138","374"
"20140902","203","143","379"
"20140901","0","0","0"
"20140831","0","0","0"
"20140830","0","0","0"
"20140829","207","143","376"
"20140828","204","142","394"
"20140827","201","140","398"
"20140826","198","140","395"
"20140825","199","141","413"
"20140824","0","0","0"
"20140823","0","0","0"
"20140822","202","143","428"
"20140821","200","142","417"
"20140820","198","141","411"
"20140819","200","142","411"
"20140818","199","141","409"
"20140817","0","0","0"
"20140816","0","0","0"
"20140815","202","143","405"
"20140814","197","142","449"
"20140813","194","140","464"
"20140812","197","141","473"
"20140811","200","140","483"
"20140810","0","0","0"
"20140809","0","0","0"
"20140808","201","138","472"
"20140807","206","141","459"
"20140806","208","142","454"
"20140805","202","140","449"
"20140804","199","141","452"
"20140803","0","0","0"
"20140802","0","0","0"
"20140801","196","138","446"
"20140731","194","140","449"
"20140730","193","142","448"
"20140729","191","142","450"
"20140728","196","144","454"
"20140727","0","0","0"
"20140726","0","0","0"
"20140725","197","142","445"
"20140724","194","142","443"
"20140723","194","142","441"
"20140722","192","141","435"
"20140721","194","143","431"
"20140720","0","0","0"
"20140719","0","0","0"
"20140718","195","146","432"
"20140717","202","149","431"
"20140716","197","148","436"
"20140715","197","147","433"
"20140714","197","150","439"
"20140713","0","0","0"
"20140712","0","0","0"
"20140711","193","148","439"
"20140710","197","157","488"
"20140709","198","159","490"
"20140708","200","160","488"
"20140707","200","161","500"
"20140706","0","0","0"
"20140705","0","0","0"
"20140704","0","0","0"
"20140703","208","164","509"
"20140702","206","164","511"
"20140701","205","166","514"
"20140630","207","167","514"
"20140629","0","0","0"
"20140628","0","0","0"
"20140627","215","174","526"
"20140626","213","174","528"
"20140625","211","173","520"
"20140624","209","174","519"
"20140623","212","174","523"
"20140622","0","0","0"
"20140621","0","0","0"
"20140620","215","178","520"
"20140619","218","177","521"
"20140618","215","173","517"
"20140617","213","172","513"
"20140616","213","173","522"
"20140615","0","0","0"
"20140614","0","0","0"
"20140613","215","175","523"
"20140612","215","174","519"
"20140611","216","173","531"
"20140610","220","175","537"
"20140609","225","177","535"
"20140608","0","0","0"
"20140607","0","0","0"
"20140606","227","180","535"
"20140605","222","176","536"
"20140604","225","179","544"
"20140603","225","180","544"
"20140602","228","183","551"
"20140601","0","0","0"
"20140531","0","0","0"
"20140530","230","183","548"
"20140529","232","184","550"
"20140528","234","185","550"
"20140527","235","184","546"
"20140526","0","0","0"
"20140525","0","0","0"
"20140524","0","0","0"
"20140523","239","188","556"
"20140522","242","187","557"
"20140521","244","186","553"
"20140520","246","186","539"
"20140519","247","187","545"
"20140518","0","0","0"
"20140517","0","0","0"
"20140516","247","190","538"
"20140515","249","190","540"
"20140514","253","195","546"
"20140513","260","197","545"
"20140512","262","196","538"
"20140511","0","0","0"
"20140510","0","0","0"
"20140509","265","199","546"
"20140508","270","203","539"
"20140507","271","202","531"
"20140506","271","203","536"
"20140505","267","199","537"
"20140504","0","0","0"
"20140503","0","0","0"
"20140502","263","196","540"
"20140501","259","199","536"
"20140430","265","204","555"
"20140429","263","205","557"
"20140428","260","202","551"
"20140427","0","0","0"
"20140426","0","0","0"
"20140425","257","199","550"
"20140424","253","197","540"
"20140423","248","198","539"
"20140422","247","195","543"
"20140421","245","192","550"
"20140420","0","0","0"
"20140419","0","0","0"
"20140418","0","0","0"
"20140417","253","194","556"
"20140416","252","195","557"
"20140415","257","198","551"
"20140414","249","198","542"
"20140413","0","0","0"
"20140412","0","0","0"
"20140411","242","196","537"
"20140410","243","197","544"
"20140409","245","197","0"
"20140408","250","199","544"
"20140407","248","196","537"
"20140406","0","0","0"
"20140405","0","0","0"
"20140404","246","197","541"
"20140403","248","196","542"
"20140402","245","195","537"
"20140401","251","199","545"
"20140331","256","197","537"
"20140330","0","0","0"
"20140329","0","0","0"
"20140328","255","193","527"
"20140327","261","193","527"
"20140326","255","190","529"
"20140325","260","191","524"
"20140324","262","192","523"
"20140323","0","0","0"
"20140322","0","0","0"
"20140321","254","188","517"
"20140320","258","188","526"
"20140319","0","0","0"
"20140318","254","191","521"
"20140317","247","188","511"
"20140316","0","0","0"
"20140315","0","0","0"
"20140314","252","191","510"
"20140313","249","190","510"
"20140312","252","190","507"
"20140311","243","188","518"
"20140310","236","185","521"
"20140309","0","0","0"
"20140308","0","0","0"
"20140307","237","189","535"
"20140306","235","191","528"
"20140305","234","187","521"
"20140304","235","187","521"
"20140303","230","182","517"
"20140302","0","0","0"
"20140301","0","0","0"
"20140228","220","180","519"
"20140227","213","176","511"
"20140226","220","179","517"
"20140225","225","179","514"
"20140224","226","177","509"
"20140223","0","0","0"
"20140222","0","0","0"
"20140221","223","178","503"
"20140220","226","179","499"
"20140219","227","178","497"
"20140218","224","176","500"
"20140217","0","0","0"
"20140216","0","0","0"
"20140215","0","0","0"
"20140214","219","175","491"
"20140213","218","173","493"
"20140212","215","173","486"
"20140211","216","173","490"
"20140210","214","174","486"
"20140209","0","0","0"
"20140208","0","0","0"
"20140207","212","174","489"
"20140206","213","174","487"
"20140205","215","174","483"
"20140204","214","173","482"
"20140203","207","171","474"
"20140202","0","0","0"
"20140201","0","0","0"
"20140131","204","171","471"
"20140130","203","171","468"
"20140129","203","168","466"
"20140128","208","170","472"
"20140127","207","170","473"
"20140126","0","0","0"
"20140125","0","0","0"
"20140124","208","169","472"
"20140123","209","169","469"
"20140122","206","168","470"
"20140121","207","167","470"
"20140120","0","0","0"
"20140119","0","0","0"
"20140118","0","0","0"
"20140117","207","167","484"
"20140116","210","168","483"
"20140115","209","168","484"
"20140114","213","170","492"
"20140113","211","171","487"
"20140112","0","0","0"
"20140111","0","0","0"
"20140110","209","170","479"
"20140109","215","162","476"
"20140108","216","164","478"
"20140107","221","168","477"
"20140106","223","168","476"
"20140105","0","0","0"
"20140104","0","0","0"
"20140103","223","167","474"
"20140102","219","166","473"
"20140101","0","0","0"
"20131231","222","166","482"
"20131230","221","167","488"
"20131229","0","0","0"
"20131228","0","0","0"
"20131227","224","168","489"
"20131226","223","168","484"
"20131225","0","0","0"
"20131224","223","171","490"
"20131223","224","171","488"
"20131222","0","0","0"
"20131221","0","0","0"
"20131220","225","171","492"
"20131219","224","169","488"
"20131218","225","167","486"
"20131217","228","168","495"
"20131216","228","167","491"
"20131215","0","0","0"
"20131214","0","0","0"
"20131213","227","166","488"
"20131212","229","169","486"
"20131211","232","170","494"
"20131210","231","168","492"
"20131209","235","169","494"
"20131208","0","0","0"
"20131207","0","0","0"
"20131206","234","167","487"
"20131205","234","166","488"
"20131204","238","167","488"
"20131203","240","166","485"
"20131202","239","164","485"
"20131201","0","0","0"
"20131130","0","0","0"
"20131129","241","163","491"
"20131128","0","0","0"
"20131127","239","164","485"
"20131126","238","165","488"
"20131125","240","167","488"
"20131124","0","0","0"
"20131123","0","0","0"
"20131122","239","166","485"
"20131121","238","167","475"
"20131120","238","164","468"
"20131119","239","164","469"
"20131118","236","162","473"
"20131117","0","0","0"
"20131116","0","0","0"
"20131115","237","166","470"
"20131114","237","168","484"
"20131113","237","169","485"
"20131112","237","170","485"
"20131111","237","171","481"
"20131110","0","0","0"
"20131109","0","0","0"
"20131108","239","168","480"
"20131107","240","166","470"
"20131106","240","166","464"
"20131105","241","167","463"
"20131104","243","168","464"
"20131103","0","0","0"
"20131102","0","0","0"
"20131101","245","168","465"
"20131031","245","169","470"
"20131030","248","169","473"
"20131029","250","170","470"
"20131028","250","170","467"
"20131027","0","0","0"
"20131026","0","0","0"
"20131025","254","173","478"
"20131024","256","173","481"
"20131023","258","174","481"
"20131022","257","173","478"
"20131021","257","175","479"
"20131020","0","0","0"
"20131019","0","0","0"
"20131018","259","174","474"
"20131017","252","174","475"
"20131016","250","174","469"
"20131015","252","175","466"
"20131014","254","172","468"
"20131013","0","0","0"
"20131012","0","0","0"
"20131011","254","171","465"
"20131010","252","173","473"
"20131009","254","175","473"
"20131008","255","174","473"
"20131007","255","177","476"
"20131006","0","0","0"
"20131005","0","0","0"
"20131004","252","174","476"
"20131003","253","173","473"
"20131002","252","173","468"
"20131001","250","173","466"
"20130930","249","174","471"
"20130929","0","0","0"
"20130928","0","0","0"
"20130927","251","179","485"
"20130926","249","180","484"
"20130925","246","179","486"
"20130924","242","177","482"
"20130923","240","178","480"
"20130922","0","0","0"
"20130921","0","0","0"
"20130920","237","178","483"
"20130919","241","181","492"
"20130918","238","180","495"
"20130917","236","179","493"
"20130916","236","180","495"
"20130915","0","0","0"
"20130914","0","0","0"
"20130913","231","177","547"
"20130912","236","189","530"
"20130911","233","189","516"
"20130910","233","187","516"
"20130909","231","188","516"
"20130908","0","0","0"
"20130907","0","0","0"
"20130906","233","193","528"
"20130905","230","193","523"
"20130904","233","194","514"
"20130903","234","196","527"
"20130902","0","0","0"
"20130901","0","0","0"
"20130831","0","0","0"
"20130830","236","195","523"
"20130829","236","196","525"
"20130828","238","198","527"
"20130827","239","197","520"
"20130826","241","203","525"
"20130825","0","0","0"
"20130824","0","0","0"
"20130823","233","195","502"
"20130822","232","192","486"
"20130821","235","196","490"
"20130820","233","190","481"
"20130819","236","194","486"
"20130818","0","0","0"
"20130817","0","0","0"
"20130816","232","186","471"
"20130815","234","190","473"
"20130814","232","183","503"
"20130813","231","179","500"
"20130812","233","186","505"
"20130811","0","0","0"
"20130810","0","0","0"
"20130809","233","183","493"
"20130808","236","186","498"
"20130807","236","184","488"
"20130806","239","186","487"
"20130805","237","185","489"
"20130804","0","0","0"
"20130803","0","0","0"
"20130802","243","187","489"
"20130801","242","192","499"
"20130731","244","196","505"
"20130730","241","195","496"
"20130729","239","193","502"
"20130728","0","0","0"
"20130727","0","0","0"
"20130726","239","194","496"
"20130725","239","195","498"
"20130724","240","200","512"
"20130723","240","206","537"
"20130722","242","213","559"
"20130721","0","0","0"
"20130720","0","0","0"
"20130719","244","214","548"
"20130718","243","213","540"
"20130717","244","212","543"
"20130716","246","215","542"
"20130715","246","211","534"
"20130714","0","0","0"
"20130713","0","0","0"
"20130712","248","276","574"
"20130711","250","282","588"
"20130710","247","279","585"
"20130709","248","277","593"
"20130708","243","272","591"
"20130707","0","0","0"
"20130706","0","0","0"
"20130705","241","270","583"
"20130704","0","0","0"
"20130703","242","267","582"
"20130702","239","265","578"
"20130701","237","258","577"
"20130630","0","0","0"
"20130629","0","0","0"
"20130628","238","267","575"
"20130627","244","263","569"
"20130626","245","262","564"
"20130625","248","258","560"
"20130624","249","257","556"
"20130623","0","0","0"
"20130622","0","0","0"
"20130621","256","260","549"
"20130620","257","265","550"
"20130619","260","269","560"
"20130618","253","265","555"
"20130617","250","263","556"
"20130616","0","0","0"
"20130615","0","0","0"
"20130614","250","258","557"
"20130613","252","253","555"
"20130612","251","256","566"
"20130611","256","260","566"
"20130610","253","256","555"
"20130609","0","0","0"
"20130608","0","0","0"
"20130607","256","262","562"
"20130606","256","261","561"
"20130605","258","260","563"
"20130604","261","260","562"
"20130603","260","258","563"
"20130602","0","0","0"
"20130601","0","0","0"
"20130531","259","261","555"
"20130530","257","258","550"
"20130529","258","262","552"
"20130528","255","262","555"
"20130527","0","0","0"
"20130526","0","0","0"
"20130525","0","0","0"
"20130524","256","259","542"
"20130523","258","261","551"
"20130522","253","259","549"
"20130521","250","252","543"
"20130520","252","256","538"
"20130519","0","0","0"
"20130518","0","0","0"
"20130517","251","257","532"
"20130516","253","253","524"
"20130515","255","256","519"
"20130514","261","257","520"
"20130513","258","283","559"
"20130512","0","0","0"
"20130511","0","0","0"
"20130510","256","271","547"
"20130509","263","273","548"
"20130508","256","266","543"
"20130507","257","266","538"
"20130506","255","267","531"
"20130505","0","0","0"
"20130504","0","0","0"
"20130503","261","275","535"
"20130502","264","275","529"
"20130501","261","268","528"
"20130430","265","269","539"
"20130429","261","269","541"
"20130428","0","0","0"
"20130427","0","0","0"
"20130426","253","254","526"
"20130425","258","254","523"
"20130424","254","252","516"
"20130423","256","251","522"
"20130422","258","254","521"
"20130421","0","0","0"
"20130420","0","0","0"
"20130419","261","257","525"
"20130418","258","254","526"
"20130417","259","260","523"
"20130416","258","261","519"
"20130415","255","255","513"
"20130414","0","0","0"
"20130413","0","0","0"
"20130412","263","259","519"
"20130411","256","256","515"
"20130410","256","256","512"
"20130409","260","254","513"
"20130408","262","249","506"
"20130407","0","0","0"
"20130406","0","0","0"
"20130405","257","248","500"
"20130404","255","248","504"
"20130403","256","253","507"
"20130402","246","252","512"
"20130401","244","253","511"
"20130331","0","0","0"
"20130330","0","0","0"
"20130329","0","0","0"
"20130328","253","274","516"
"20130327","271","289","534"
"20130326","269","287","532"
"20130325","267","289","528"
"20130324","0","0","0"
"20130323","0","0","0"
"20130322","268","286","529"
"20130321","268","289","532"
"20130320","270","288","522"
"20130319","265","287","517"
"20130318","262","283","518"
"20130317","0","0","0"
"20130316","0","0","0"
"20130315","266","282","524"
"20130314","262","282","535"
"20130313","260","292","542"
"20130312","257","292","547"
"20130311","255","289","557"
"20130310","0","0","0"
"20130309","0","0","0"
"20130308","254","286","554"
"20130307","252","280","552"
"20130306","248","279","545"
"20130305","256","288","550"
"20130304","256","285","548"
"20130303","0","0","0"
"20130302","0","0","0"
"20130301","262","285","538"
"20130228","260","283","542"
"20130227","259","279","535"
"20130226","259","278","532"
"20130225","257","273","533"
"20130224","0","0","0"
"20130223","0","0","0"
"20130222","263","272","537"
"20130221","265","272","547"
"20130220","271","276","545"
"20130219","269","274","540"
"20130218","0","0","0"
"20130217","0","0","0"
"20130216","0","0","0"
"20130215","273","275","523"
"20130214","269","273","521"
"20130213","270","274","523"
"20130212","269","274","522"
"20130211","272","276","526"
"20130210","0","0","0"
"20130209","0","0","0"
"20130208","278","279","534"
"20130207","278","280","546"
"20130206","280","284","547"
"20130205","278","287","549"
"20130204","280","289","547"
"20130203","0","0","0"
"20130202","0","0","0"
"20130201","281","290","542"
"20130131","286","291","540"
"20130130","289","291","543"
"20130129","285","287","533"
"20130128","286","287","532"
"20130127","0","0","0"
"20130126","0","0","0"
"20130125","285","284","529"
"20130124","282","285","527"
"20130123","285","284","528"
"20130122","286","287","533"
"20130121","0","0","0"
"20130120","0","0","0"
"20130119","0","0","0"
"20130118","291","286","525"
"20130117","287","285","526"
"20130116","288","288","528"
"20130115","288","288","519"
"20130114","282","285","521"
"20130113","0","0","0"
"20130112","0","0","0"
"20130111","277","279","523"
"20130110","274","275","521"
"20130109","274","273","522"
"20130108","276","271","519"
"20130107","276","270","518"
"20130106","0","0","0"
"20130105","0","0","0"
"20130104","275","268","510"
"20130103","278","271","516"
"20130102","277","272","516"
"20130101","0","0","0"
"20121231","286","275","521"
"20121230","0","0","0"
"20121229","0","0","0"
"20121228","286","273","523"
"20121227","284","272","521"
"20121226","285","273","523"
"20121225","0","0","0"
"20121224","292","277","529"
"20121223","0","0","0"
"20121222","0","0","0"
"20121221","291","276","526"
"20121220","290","274","518"
"20121219","296","277","528"
"20121218","298","283","539"
"20121217","297","285","550"
"20121216","0","0","0"
"20121215","0","0","0"
